iteration,epoch,loss,accuracy
1.000000,0.000045,1.470857,0.233728
2.000000,0.000089,1.988455,0.268559
3.000000,0.000134,1.415261,0.103111
4.000000,0.000178,0.845970,0.209113
5.000000,0.000223,0.415588,0.142699
6.000000,0.000268,0.322316,0.000427
7.000000,0.000312,0.316786,0.000000
8.000000,0.000357,0.281137,0.000000
9.000000,0.000402,0.318987,0.003749
10.000000,0.000446,0.269856,0.000029
11.000000,0.000491,0.300112,0.000037
12.000000,0.000535,0.268703,0.000411
13.000000,0.000580,0.297870,0.034219
14.000000,0.000625,0.280238,0.000121
15.000000,0.000669,0.301148,0.000009
16.000000,0.000714,0.256445,0.000051
17.000000,0.000759,0.281313,0.002215
18.000000,0.000803,0.254439,0.000252
19.000000,0.000848,0.262783,0.001669
20.000000,0.000892,0.268945,0.035072
21.000000,0.000937,0.281309,0.082667
22.000000,0.000982,0.233391,0.005266
23.000000,0.001026,0.260755,0.001795
24.000000,0.001071,0.233802,0.003059
25.000000,0.001116,0.269383,0.015335
26.000000,0.001160,0.243274,0.000660
27.000000,0.001205,0.224908,0.000955
28.000000,0.001249,0.260727,0.003462
29.000000,0.001294,0.264579,0.041239
30.000000,0.001339,0.246704,0.006754
31.000000,0.001383,0.217829,0.002543
32.000000,0.001428,0.236493,0.006601
