iteration,epoch,loss,accuracy
1.000000,0.000089,1.305726,0.042274
2.000000,0.000179,1.295124,0.045711
3.000000,0.000268,1.283429,0.055585
4.000000,0.000357,1.276145,0.048528
5.000000,0.000446,1.268775,0.059988
6.000000,0.000536,1.261625,0.056636
7.000000,0.000625,1.257057,0.047638
8.000000,0.000714,1.249079,0.051223
9.000000,0.000803,1.239902,0.051253
10.000000,0.000893,1.236790,0.042830
11.000000,0.000982,1.232078,0.037242
12.000000,0.001071,1.231226,0.033034
13.000000,0.001160,1.219032,0.028588
14.000000,0.001250,1.219457,0.020637
15.000000,0.001339,1.212960,0.019436
16.000000,0.001428,1.211391,0.016404
17.000000,0.001517,1.209424,0.011038
18.000000,0.001607,1.200839,0.009304
19.000000,0.001696,1.201943,0.007069
20.000000,0.001785,1.197215,0.006250
21.000000,0.001874,1.184147,0.004544
22.000000,0.001964,1.189198,0.003139
23.000000,0.002053,1.181650,0.002234
24.000000,0.002142,1.176244,0.001926
25.000000,0.002231,1.174568,0.001402
26.000000,0.002321,1.170429,0.001212
27.000000,0.002410,1.167050,0.000941
28.000000,0.002499,1.161845,0.000911
29.000000,0.002588,1.158506,0.000549
30.000000,0.002678,1.159819,0.000493
31.000000,0.002767,1.151325,0.000451
32.000000,0.002856,1.157124,0.000214
33.000000,0.002945,1.148802,0.000400
34.000000,0.003035,1.149066,0.000291
35.000000,0.003124,1.141580,0.000344
36.000000,0.003213,1.140913,0.000227
37.000000,0.003302,1.145835,0.000283
38.000000,0.003392,1.138695,0.000251
39.000000,0.003481,1.127830,0.000298
40.000000,0.003570,1.123947,0.000125
41.000000,0.003659,1.124512,0.000175
42.000000,0.003749,1.123038,0.000130
43.000000,0.003838,1.127334,0.000256
44.000000,0.003927,1.116645,0.000172
45.000000,0.004016,1.118111,0.000210
46.000000,0.004106,1.114877,0.000324
47.000000,0.004195,1.103357,0.000224
48.000000,0.004284,1.113672,0.000245
49.000000,0.004373,1.088663,0.000255
50.000000,0.004463,1.108412,0.000329
51.000000,0.004552,1.098321,0.000365
52.000000,0.004641,1.087045,0.000309
53.000000,0.004730,1.088393,0.000313
54.000000,0.004820,1.082728,0.000397
55.000000,0.004909,1.083422,0.000403
56.000000,0.004998,1.074236,0.000488
57.000000,0.005087,1.080234,0.000294
58.000000,0.005177,1.069105,0.000583
59.000000,0.005266,1.063877,0.000428
60.000000,0.005355,1.071576,0.000439
61.000000,0.005444,1.061734,0.000568
62.000000,0.005534,1.060833,0.000605
63.000000,0.005623,1.058052,0.000579
64.000000,0.005712,1.044407,0.000738
65.000000,0.005801,1.047031,0.000619
66.000000,0.005891,1.047254,0.000471
67.000000,0.005980,1.044986,0.000468
68.000000,0.006069,1.021040,0.000515
69.000000,0.006159,1.037675,0.000503
70.000000,0.006248,1.029545,0.000602
71.000000,0.006337,1.035041,0.000543
72.000000,0.006426,1.021677,0.000387
73.000000,0.006516,1.020943,0.000600
74.000000,0.006605,1.013675,0.000519
75.000000,0.006694,1.005633,0.000550
76.000000,0.006783,1.009393,0.000543
77.000000,0.006873,1.011646,0.000603
78.000000,0.006962,1.011773,0.000594
79.000000,0.007051,1.000903,0.000601
80.000000,0.007140,0.998031,0.000633
81.000000,0.007230,0.984522,0.000600
82.000000,0.007319,0.989206,0.000561
83.000000,0.007408,0.982271,0.000600
84.000000,0.007497,0.974918,0.000615
85.000000,0.007587,0.977755,0.000482
86.000000,0.007676,0.966890,0.000538
87.000000,0.007765,0.966929,0.000778
88.000000,0.007854,0.972549,0.000608
89.000000,0.007944,0.954304,0.000615
90.000000,0.008033,0.965576,0.000744
91.000000,0.008122,0.949656,0.000763
92.000000,0.008211,0.946096,0.000666
93.000000,0.008301,0.940513,0.000722
94.000000,0.008390,0.927459,0.000628
95.000000,0.008479,0.942434,0.000708
96.000000,0.008568,0.939165,0.000829
97.000000,0.008658,0.912464,0.000665
98.000000,0.008747,0.911103,0.000558
99.000000,0.008836,0.918599,0.000833
100.000000,0.008925,0.919108,0.000777
101.000000,0.009015,0.921442,0.000744
102.000000,0.009104,0.906524,0.000594
103.000000,0.009193,0.901182,0.000533
