iteration,epoch,loss,accuracy
1.000000,0.000089,1.444440,0.025495
2.000000,0.000179,1.430697,0.018899
3.000000,0.000268,1.446484,0.026082
4.000000,0.000357,1.440138,0.024016
5.000000,0.000446,1.439310,0.024515
6.000000,0.000536,1.430755,0.021234
7.000000,0.000625,1.432800,0.023983
8.000000,0.000714,1.436811,0.024848
9.000000,0.000803,1.431383,0.022061
10.000000,0.000893,1.429732,0.021290
11.000000,0.000982,1.429640,0.021818
12.000000,0.001071,1.429783,0.023745
13.000000,0.001160,1.433015,0.024517
14.000000,0.001250,1.431684,0.027277
15.000000,0.001339,1.429659,0.024394
16.000000,0.001428,1.423893,0.022397
17.000000,0.001517,1.426001,0.023122
18.000000,0.001607,1.429922,0.024680
19.000000,0.001696,1.427584,0.026158
20.000000,0.001785,1.421506,0.021630
21.000000,0.001874,1.420287,0.019822
22.000000,0.001964,1.422716,0.024469
23.000000,0.002053,1.422087,0.025106
24.000000,0.002142,1.426287,0.025556
25.000000,0.002231,1.420257,0.023158
26.000000,0.002321,1.421207,0.023720
27.000000,0.002410,1.417995,0.022213
28.000000,0.002499,1.421057,0.024687
29.000000,0.002588,1.418513,0.026864
30.000000,0.002678,1.422385,0.027252
31.000000,0.002767,1.422540,0.027862
32.000000,0.002856,1.419043,0.025359
33.000000,0.002945,1.413953,0.024563
34.000000,0.003035,1.409173,0.023552
35.000000,0.003124,1.414955,0.027176
36.000000,0.003213,1.414690,0.026616
37.000000,0.003302,1.415955,0.024761
38.000000,0.003392,1.415042,0.027265
39.000000,0.003481,1.411555,0.023112
40.000000,0.003570,1.411714,0.024351
41.000000,0.003659,1.408723,0.024702
42.000000,0.003749,1.412143,0.027475
43.000000,0.003838,1.408698,0.025304
44.000000,0.003927,1.404420,0.022575
45.000000,0.004016,1.408328,0.026413
46.000000,0.004106,1.407390,0.026257
47.000000,0.004195,1.412466,0.027958
48.000000,0.004284,1.407463,0.028895
49.000000,0.004373,1.405942,0.026171
50.000000,0.004463,1.403218,0.021662
51.000000,0.004552,1.406024,0.025538
52.000000,0.004641,1.407160,0.025808
53.000000,0.004730,1.406318,0.027517
54.000000,0.004820,1.405377,0.025456
55.000000,0.004909,1.406878,0.027314
56.000000,0.004998,1.401721,0.024162
57.000000,0.005087,1.404637,0.027765
58.000000,0.005177,1.402480,0.027285
59.000000,0.005266,1.404037,0.026660
60.000000,0.005355,1.402915,0.026146
61.000000,0.005444,1.401506,0.026212
62.000000,0.005534,1.402124,0.026458
63.000000,0.005623,1.401271,0.028614
64.000000,0.005712,1.403082,0.031823
65.000000,0.005801,1.400744,0.028656
66.000000,0.005891,1.403246,0.031177
67.000000,0.005980,1.398851,0.026584
68.000000,0.006069,1.399147,0.028430
69.000000,0.006159,1.399460,0.027870
70.000000,0.006248,1.398836,0.029553
71.000000,0.006337,1.399332,0.029659
72.000000,0.006426,1.402518,0.032574
73.000000,0.006516,1.397964,0.028960
74.000000,0.006605,1.399228,0.030659
75.000000,0.006694,1.403375,0.033633
76.000000,0.006783,1.399669,0.034897
77.000000,0.006873,1.396448,0.031411
78.000000,0.006962,1.398799,0.032644
79.000000,0.007051,1.396499,0.031732
80.000000,0.007140,1.397012,0.032125
81.000000,0.007230,1.398371,0.028572
82.000000,0.007319,1.394398,0.026987
83.000000,0.007408,1.396080,0.031499
84.000000,0.007497,1.395593,0.036119
85.000000,0.007587,1.394289,0.035256
86.000000,0.007676,1.394735,0.032813
87.000000,0.007765,1.392372,0.028757
88.000000,0.007854,1.393543,0.035915
89.000000,0.007944,1.394320,0.031892
90.000000,0.008033,1.394998,0.035318
91.000000,0.008122,1.394642,0.035411
92.000000,0.008211,1.392304,0.032865
93.000000,0.008301,1.392468,0.033747
94.000000,0.008390,1.388907,0.029302
95.000000,0.008479,1.391200,0.032770
96.000000,0.008568,1.389359,0.035573
97.000000,0.008658,1.392524,0.035834
98.000000,0.008747,1.393044,0.037748
99.000000,0.008836,1.392287,0.038183
100.000000,0.008925,1.389009,0.036678
101.000000,0.009015,1.390934,0.041013
102.000000,0.009104,1.391358,0.038916
103.000000,0.009193,1.389188,0.036634
104.000000,0.009282,1.387371,0.033883
105.000000,0.009372,1.388184,0.035711
106.000000,0.009461,1.387604,0.037716
107.000000,0.009550,1.388100,0.035575
108.000000,0.009639,1.387229,0.035819
109.000000,0.009729,1.388035,0.039049
110.000000,0.009818,1.386907,0.036254
