iteration,epoch,loss,accuracy
1.000000,0.000089,1.450930,0.505787
2.000000,0.000179,1.447682,0.504370
3.000000,0.000268,1.441811,0.548830
4.000000,0.000357,1.435492,0.503773
5.000000,0.000446,1.431743,0.533361
6.000000,0.000536,1.430952,0.502632
7.000000,0.000625,1.429434,0.519523
8.000000,0.000714,1.425176,0.520887
9.000000,0.000803,1.426281,0.481247
10.000000,0.000893,1.420151,0.582108
11.000000,0.000982,1.419850,0.487463
12.000000,0.001071,1.420056,0.539766
13.000000,0.001160,1.416299,0.492341
14.000000,0.001250,1.417567,0.527506
15.000000,0.001339,1.413285,0.552634
16.000000,0.001428,1.412954,0.509295
17.000000,0.001517,1.414837,0.587127
18.000000,0.001607,1.411649,0.526353
19.000000,0.001696,1.410881,0.538974
20.000000,0.001785,1.407843,0.559620
21.000000,0.001874,1.405909,0.523221
22.000000,0.001964,1.402641,0.561565
23.000000,0.002053,1.406682,0.568552
24.000000,0.002142,1.404305,0.504678
25.000000,0.002231,1.403712,0.520280
26.000000,0.002321,1.399750,0.497920
27.000000,0.002410,1.399988,0.528582
28.000000,0.002499,1.397327,0.548090
29.000000,0.002588,1.397867,0.540082
30.000000,0.002678,1.396731,0.556140
31.000000,0.002767,1.398283,0.530739
32.000000,0.002856,1.396644,0.510662
33.000000,0.002945,1.396690,0.505378
34.000000,0.003035,1.395999,0.544924
35.000000,0.003124,1.395689,0.537737
36.000000,0.003213,1.394444,0.512117
37.000000,0.003302,1.394526,0.522810
38.000000,0.003392,1.394771,0.516143
39.000000,0.003481,1.393186,0.538777
40.000000,0.003570,1.392986,0.543249
41.000000,0.003659,1.393361,0.550920
42.000000,0.003749,1.393203,0.540753
43.000000,0.003838,1.391831,0.479370
44.000000,0.003927,1.392956,0.537011
45.000000,0.004016,1.390354,0.517493
46.000000,0.004106,1.390558,0.524795
47.000000,0.004195,1.391100,0.506498
48.000000,0.004284,1.391423,0.496704
49.000000,0.004373,1.391302,0.523106
50.000000,0.004463,1.389071,0.531603
51.000000,0.004552,1.390353,0.513022
52.000000,0.004641,1.389787,0.494436
53.000000,0.004730,1.390404,0.548982
54.000000,0.004820,1.390849,0.499381
55.000000,0.004909,1.390335,0.510414
56.000000,0.004998,1.389655,0.529918
57.000000,0.005087,1.391072,0.540637
58.000000,0.005177,1.388767,0.537643
59.000000,0.005266,1.388779,0.515559
60.000000,0.005355,1.388316,0.500285
61.000000,0.005444,1.389047,0.551550
62.000000,0.005534,1.387153,0.534827
63.000000,0.005623,1.387771,0.568420
64.000000,0.005712,1.387553,0.494329
65.000000,0.005801,1.389076,0.486623
66.000000,0.005891,1.387470,0.515237
67.000000,0.005980,1.388504,0.509323
68.000000,0.006069,1.386637,0.569233
69.000000,0.006159,1.388946,0.529685
70.000000,0.006248,1.387369,0.503032
71.000000,0.006337,1.387808,0.490885
72.000000,0.006426,1.387879,0.538343
73.000000,0.006516,1.386021,0.543554
74.000000,0.006605,1.387682,0.488331
75.000000,0.006694,1.385655,0.481666
76.000000,0.006783,1.386173,0.531453
77.000000,0.006873,1.385906,0.555199
78.000000,0.006962,1.387049,0.522527
79.000000,0.007051,1.387694,0.562290
80.000000,0.007140,1.386241,0.511311
81.000000,0.007230,1.386379,0.470223
82.000000,0.007319,1.386496,0.480763
83.000000,0.007408,1.386983,0.525920
84.000000,0.007497,1.386104,0.515308
85.000000,0.007587,1.385519,0.522787
86.000000,0.007676,1.387267,0.461850
87.000000,0.007765,1.385582,0.523309
88.000000,0.007854,1.387019,0.470697
89.000000,0.007944,1.386423,0.515516
90.000000,0.008033,1.385284,0.496137
91.000000,0.008122,1.385510,0.541474
92.000000,0.008211,1.385689,0.512391
93.000000,0.008301,1.385849,0.517633
94.000000,0.008390,1.386086,0.459337
95.000000,0.008479,1.385789,0.530626
96.000000,0.008568,1.384579,0.563841
97.000000,0.008658,1.384901,0.528581
98.000000,0.008747,1.385247,0.510276
99.000000,0.008836,1.385538,0.483093
100.000000,0.008925,1.384066,0.532343
101.000000,0.009015,1.384632,0.482740
102.000000,0.009104,1.384956,0.508111
103.000000,0.009193,1.384163,0.495433
104.000000,0.009282,1.383662,0.532030
105.000000,0.009372,1.383667,0.486459
106.000000,0.009461,1.384721,0.465789
107.000000,0.009550,1.382313,0.534639
108.000000,0.009639,1.383123,0.513784
109.000000,0.009729,1.382790,0.536607
110.000000,0.009818,1.383186,0.483738
111.000000,0.009907,1.382791,0.513718
112.000000,0.009996,1.383990,0.498715
113.000000,0.010086,1.381438,0.498003
114.000000,0.010175,1.383000,0.486943
115.000000,0.010264,1.379598,0.497718
116.000000,0.010353,1.379382,0.476547
117.000000,0.010443,1.378690,0.484247
118.000000,0.010532,1.379590,0.421926
119.000000,0.010621,1.378226,0.439748
120.000000,0.010710,1.377638,0.473172
121.000000,0.010800,1.378343,0.468675
122.000000,0.010889,1.374272,0.475018
123.000000,0.010978,1.369952,0.492715
124.000000,0.011067,1.368962,0.478802
125.000000,0.011157,1.354812,0.515259
126.000000,0.011246,1.347496,0.483923
127.000000,0.011335,1.344090,0.470024
128.000000,0.011424,1.346125,0.498593
129.000000,0.011514,1.330660,0.503788
130.000000,0.011603,1.321748,0.464724
131.000000,0.011692,1.315766,0.489245
132.000000,0.011782,1.309621,0.480847
133.000000,0.011871,1.306895,0.496787
134.000000,0.011960,1.295351,0.464367
135.000000,0.012049,1.287979,0.495435
136.000000,0.012139,1.282941,0.448379
137.000000,0.012228,1.278233,0.436269
138.000000,0.012317,1.263013,0.453978
139.000000,0.012406,1.269118,0.446490
140.000000,0.012496,1.254338,0.429033
141.000000,0.012585,1.264145,0.406444
142.000000,0.012674,1.245251,0.446291
143.000000,0.012763,1.236307,0.393631
144.000000,0.012853,1.236269,0.433041
145.000000,0.012942,1.220063,0.430547
146.000000,0.013031,1.224212,0.418086
147.000000,0.013120,1.205307,0.408054
148.000000,0.013210,1.206218,0.444737
149.000000,0.013299,1.202117,0.400634
150.000000,0.013388,1.197548,0.436649
151.000000,0.013477,1.180942,0.418937
152.000000,0.013567,1.187368,0.387147
153.000000,0.013656,1.159034,0.429885
154.000000,0.013745,1.162444,0.394574
155.000000,0.013834,1.163767,0.423704
156.000000,0.013924,1.152378,0.420581
157.000000,0.014013,1.154715,0.424941
158.000000,0.014102,1.142186,0.395936
159.000000,0.014191,1.148235,0.365186
160.000000,0.014281,1.123940,0.393654
161.000000,0.014370,1.125519,0.391485
162.000000,0.014459,1.133495,0.367811
163.000000,0.014548,1.116296,0.354092
164.000000,0.014638,1.095544,0.395626
165.000000,0.014727,1.105326,0.348371
166.000000,0.014816,1.093714,0.373271
167.000000,0.014905,1.094030,0.402638
168.000000,0.014995,1.082370,0.432439
169.000000,0.015084,1.079917,0.327003
170.000000,0.015173,1.060119,0.363612
171.000000,0.015262,1.063829,0.387352
172.000000,0.015352,1.063754,0.363960
173.000000,0.015441,1.069688,0.329723
174.000000,0.015530,1.044414,0.369519
175.000000,0.015619,1.058319,0.342684
176.000000,0.015709,1.047895,0.403272
177.000000,0.015798,1.031364,0.376895
178.000000,0.015887,1.030581,0.362552
179.000000,0.015976,1.038611,0.337126
180.000000,0.016066,1.016864,0.354121
181.000000,0.016155,1.008975,0.343068
182.000000,0.016244,1.007599,0.349535
183.000000,0.016333,0.997114,0.346487
184.000000,0.016423,0.985550,0.364528
185.000000,0.016512,0.985993,0.352147
186.000000,0.016601,0.982488,0.315578
187.000000,0.016690,0.978590,0.303726
188.000000,0.016780,0.964552,0.342512
189.000000,0.016869,0.974689,0.332042
190.000000,0.016958,0.965073,0.299852
191.000000,0.017047,0.969077,0.317244
192.000000,0.017137,0.936686,0.328346
193.000000,0.017226,0.941015,0.357134
194.000000,0.017315,0.936166,0.300934
195.000000,0.017404,0.920534,0.323972
196.000000,0.017494,0.926959,0.317292
197.000000,0.017583,0.919734,0.278769
198.000000,0.017672,0.934902,0.316104
199.000000,0.017762,0.917113,0.282377
200.000000,0.017851,0.897758,0.282213
201.000000,0.017940,0.890387,0.281151
202.000000,0.018029,0.893759,0.271830
203.000000,0.018119,0.875014,0.310813
204.000000,0.018208,0.872968,0.263746
205.000000,0.018297,0.871892,0.292783
206.000000,0.018386,0.883019,0.278056
207.000000,0.018476,0.865979,0.282537
208.000000,0.018565,0.873000,0.241841
209.000000,0.018654,0.846431,0.307448
210.000000,0.018743,0.850179,0.249189
211.000000,0.018833,0.853563,0.269017
212.000000,0.018922,0.837300,0.252910
213.000000,0.019011,0.833530,0.259308
214.000000,0.019100,0.827368,0.239062
215.000000,0.019190,0.818885,0.225620
216.000000,0.019279,0.824975,0.254310
217.000000,0.019368,0.810430,0.245581
218.000000,0.019457,0.818257,0.263253
219.000000,0.019547,0.798133,0.254834
220.000000,0.019636,0.788402,0.232344
221.000000,0.019725,0.793250,0.248575
222.000000,0.019814,0.787313,0.230824
223.000000,0.019904,0.792780,0.227372
224.000000,0.019993,0.765343,0.251095
225.000000,0.020082,0.772596,0.238679
226.000000,0.020171,0.770225,0.220795
227.000000,0.020261,0.777732,0.222096
228.000000,0.020350,0.757412,0.219271
229.000000,0.020439,0.758185,0.217078
230.000000,0.020528,0.759326,0.213792
231.000000,0.020618,0.745741,0.230816
232.000000,0.020707,0.741746,0.212351
233.000000,0.020796,0.745613,0.213171
234.000000,0.020885,0.747276,0.189841
235.000000,0.020975,0.730153,0.168530
236.000000,0.021064,0.714252,0.164855
237.000000,0.021153,0.707035,0.168618
238.000000,0.021242,0.701982,0.154122
239.000000,0.021332,0.704245,0.156651
240.000000,0.021421,0.708117,0.143001
241.000000,0.021510,0.700811,0.152192
242.000000,0.021599,0.691679,0.133208
243.000000,0.021689,0.701997,0.132415
244.000000,0.021778,0.688090,0.117297
245.000000,0.021867,0.674557,0.114390
246.000000,0.021956,0.677299,0.105693
247.000000,0.022046,0.659802,0.098785
248.000000,0.022135,0.668431,0.093729
249.000000,0.022224,0.663118,0.095745
250.000000,0.022313,0.660420,0.088508
251.000000,0.022403,0.658646,0.081465
252.000000,0.022492,0.641118,0.091958
253.000000,0.022581,0.650998,0.081001
254.000000,0.022670,0.635674,0.072729
255.000000,0.022760,0.630136,0.080796
256.000000,0.022849,0.633534,0.061830
257.000000,0.022938,0.637097,0.067442
258.000000,0.023027,0.636054,0.071941
259.000000,0.023117,0.608033,0.068289
260.000000,0.023206,0.619961,0.066125
261.000000,0.023295,0.603381,0.068456
262.000000,0.023385,0.621768,0.078068
263.000000,0.023474,0.603927,0.076389
264.000000,0.023563,0.592105,0.076869
265.000000,0.023652,0.592212,0.081258
266.000000,0.023742,0.586290,0.092554
267.000000,0.023831,0.586993,0.086469
268.000000,0.023920,0.600351,0.078176
269.000000,0.024009,0.591206,0.076283
270.000000,0.024099,0.576952,0.091284
271.000000,0.024188,0.573868,0.076492
272.000000,0.024277,0.582667,0.088969
273.000000,0.024366,0.554365,0.093237
274.000000,0.024456,0.558876,0.085088
275.000000,0.024545,0.569524,0.089341
276.000000,0.024634,0.570192,0.088937
277.000000,0.024723,0.548737,0.079818
278.000000,0.024813,0.558478,0.092812
279.000000,0.024902,0.551535,0.089336
280.000000,0.024991,0.547664,0.102247
281.000000,0.025080,0.541224,0.103987
282.000000,0.025170,0.535027,0.099514
283.000000,0.025259,0.537177,0.092749
284.000000,0.025348,0.528242,0.095688
285.000000,0.025437,0.530305,0.112775
286.000000,0.025527,0.519928,0.102956
287.000000,0.025616,0.529466,0.113160
288.000000,0.025705,0.514175,0.115307
289.000000,0.025794,0.505790,0.123063
290.000000,0.025884,0.508724,0.126153
291.000000,0.025973,0.514127,0.111311
292.000000,0.026062,0.502383,0.149539
293.000000,0.026151,0.489768,0.144987
294.000000,0.026241,0.495260,0.159742
295.000000,0.026330,0.479696,0.208532
296.000000,0.026419,0.482310,0.199119
297.000000,0.026508,0.474703,0.231343
298.000000,0.026598,0.472500,0.207227
299.000000,0.026687,0.465191,0.251573
300.000000,0.026776,0.464204,0.251561
301.000000,0.026865,0.462740,0.269717
302.000000,0.026955,0.452625,0.290660
303.000000,0.027044,0.452238,0.246576
304.000000,0.027133,0.440801,0.289729
305.000000,0.027222,0.434588,0.296540
306.000000,0.027312,0.442569,0.293775
307.000000,0.027401,0.438687,0.281285
308.000000,0.027490,0.432581,0.270263
309.000000,0.027579,0.422054,0.330322
310.000000,0.027669,0.429939,0.267926
311.000000,0.027758,0.428764,0.259050
312.000000,0.027847,0.431544,0.273541
313.000000,0.027936,0.422978,0.282580
314.000000,0.028026,0.420430,0.292708
315.000000,0.028115,0.408588,0.299133
316.000000,0.028204,0.411230,0.262775
317.000000,0.028293,0.400836,0.281470
318.000000,0.028383,0.407987,0.268069
319.000000,0.028472,0.407156,0.273459
320.000000,0.028561,0.404630,0.286567
321.000000,0.028650,0.395536,0.278921
322.000000,0.028740,0.395302,0.277432
323.000000,0.028829,0.397728,0.262617
324.000000,0.028918,0.383665,0.292201
325.000000,0.029007,0.383026,0.284422
326.000000,0.029097,0.392196,0.291228
327.000000,0.029186,0.380300,0.272380
328.000000,0.029275,0.383050,0.237575
329.000000,0.029365,0.376252,0.256673
330.000000,0.029454,0.377912,0.233688
331.000000,0.029543,0.380711,0.228327
332.000000,0.029632,0.375473,0.273190
333.000000,0.029722,0.373452,0.240163
334.000000,0.029811,0.373208,0.191224
335.000000,0.029900,0.370971,0.219179
336.000000,0.029989,0.359369,0.212776
337.000000,0.030079,0.363775,0.216570
338.000000,0.030168,0.371627,0.213070
339.000000,0.030257,0.359234,0.199847
340.000000,0.030346,0.350805,0.219844
341.000000,0.030436,0.351601,0.182727
342.000000,0.030525,0.337469,0.204927
343.000000,0.030614,0.345647,0.199319
344.000000,0.030703,0.350721,0.180125
345.000000,0.030793,0.355027,0.168303
346.000000,0.030882,0.348350,0.175693
347.000000,0.030971,0.338919,0.195112
348.000000,0.031060,0.338296,0.186242
349.000000,0.031150,0.336635,0.168215
350.000000,0.031239,0.332385,0.178455
351.000000,0.031328,0.335158,0.176810
352.000000,0.031417,0.322657,0.183917
353.000000,0.031507,0.336111,0.148090
354.000000,0.031596,0.331561,0.167739
355.000000,0.031685,0.321382,0.183829
356.000000,0.031774,0.317127,0.176269
357.000000,0.031864,0.321583,0.154013
358.000000,0.031953,0.316962,0.168784
359.000000,0.032042,0.322863,0.154104
360.000000,0.032131,0.328210,0.159466
361.000000,0.032221,0.309610,0.189347
362.000000,0.032310,0.305366,0.197569
363.000000,0.032399,0.312524,0.180203
364.000000,0.032488,0.304451,0.181140
365.000000,0.032578,0.307263,0.168754
366.000000,0.032667,0.302635,0.187975
367.000000,0.032756,0.298095,0.238725
368.000000,0.032845,0.308690,0.197126
369.000000,0.032935,0.299444,0.214795
370.000000,0.033024,0.302322,0.187633
371.000000,0.033113,0.294070,0.204554
372.000000,0.033202,0.280982,0.200300
373.000000,0.033292,0.299751,0.173919
374.000000,0.033381,0.288502,0.223013
375.000000,0.033470,0.289882,0.243901
376.000000,0.033559,0.289065,0.214478
377.000000,0.033649,0.296939,0.185028
378.000000,0.033738,0.287415,0.219589
379.000000,0.033827,0.271811,0.223737
380.000000,0.033916,0.281032,0.203348
381.000000,0.034006,0.278465,0.244485
382.000000,0.034095,0.277496,0.244853
383.000000,0.034184,0.283093,0.199913
384.000000,0.034273,0.272787,0.215479
385.000000,0.034363,0.274023,0.222550
386.000000,0.034452,0.279231,0.207754
387.000000,0.034541,0.275803,0.242936
388.000000,0.034630,0.273256,0.212015
389.000000,0.034720,0.267961,0.229312
390.000000,0.034809,0.263751,0.254681
391.000000,0.034898,0.263647,0.218006
392.000000,0.034988,0.256343,0.234813
393.000000,0.035077,0.271876,0.202380
394.000000,0.035166,0.259996,0.231793
395.000000,0.035255,0.255738,0.265368
396.000000,0.035345,0.257577,0.238068
397.000000,0.035434,0.263848,0.220535
398.000000,0.035523,0.256892,0.219669
399.000000,0.035612,0.259263,0.237324
400.000000,0.035702,0.257681,0.231237
401.000000,0.035791,0.253369,0.225214
402.000000,0.035880,0.251385,0.224657
403.000000,0.035969,0.244475,0.240394
404.000000,0.036059,0.250616,0.229616
405.000000,0.036148,0.249015,0.250995
406.000000,0.036237,0.249575,0.269726
407.000000,0.036326,0.255383,0.265283
408.000000,0.036416,0.238146,0.274578
409.000000,0.036505,0.244280,0.235974
410.000000,0.036594,0.240165,0.238696
411.000000,0.036683,0.241349,0.213845
412.000000,0.036773,0.241384,0.270301
413.000000,0.036862,0.237716,0.277155
414.000000,0.036951,0.245733,0.233673
415.000000,0.037040,0.229962,0.251130
416.000000,0.037130,0.229282,0.233950
417.000000,0.037219,0.238248,0.269857
418.000000,0.037308,0.226454,0.246488
419.000000,0.037397,0.234822,0.241637
420.000000,0.037487,0.238809,0.250997
421.000000,0.037576,0.235544,0.227392
422.000000,0.037665,0.231458,0.251067
423.000000,0.037754,0.236983,0.232898
424.000000,0.037844,0.231345,0.245175
425.000000,0.037933,0.225382,0.231031
426.000000,0.038022,0.226336,0.249339
427.000000,0.038111,0.225503,0.257536
428.000000,0.038201,0.235663,0.214959
429.000000,0.038290,0.220965,0.296739
430.000000,0.038379,0.221138,0.244016
431.000000,0.038468,0.209292,0.258832
432.000000,0.038558,0.220659,0.253355
433.000000,0.038647,0.216351,0.255087
434.000000,0.038736,0.216817,0.220926
435.000000,0.038825,0.220220,0.254192
436.000000,0.038915,0.210061,0.277705
437.000000,0.039004,0.212581,0.248467
438.000000,0.039093,0.216320,0.249032
439.000000,0.039182,0.221226,0.248993
440.000000,0.039272,0.206779,0.282598
441.000000,0.039361,0.203186,0.284154
442.000000,0.039450,0.214890,0.250910
443.000000,0.039539,0.214499,0.232554
444.000000,0.039629,0.217066,0.231541
445.000000,0.039718,0.212765,0.256873
446.000000,0.039807,0.209601,0.278454
447.000000,0.039896,0.214096,0.227579
448.000000,0.039986,0.198663,0.258787
449.000000,0.040075,0.202114,0.285047
450.000000,0.040164,0.206584,0.262023
451.000000,0.040253,0.201648,0.258039
452.000000,0.040343,0.202121,0.279395
453.000000,0.040432,0.200928,0.270166
454.000000,0.040521,0.208077,0.232471
455.000000,0.040610,0.191871,0.280944
456.000000,0.040700,0.204094,0.241372
457.000000,0.040789,0.198064,0.267954
458.000000,0.040878,0.200668,0.245048
459.000000,0.040968,0.199472,0.260316
460.000000,0.041057,0.203043,0.264641
461.000000,0.041146,0.199070,0.280544
462.000000,0.041235,0.200797,0.260976
463.000000,0.041325,0.193296,0.270795
464.000000,0.041414,0.195120,0.289498
465.000000,0.041503,0.186978,0.263255
466.000000,0.041592,0.191864,0.245325
467.000000,0.041682,0.192284,0.233890
468.000000,0.041771,0.184059,0.258262
469.000000,0.041860,0.198575,0.257164
470.000000,0.041949,0.195885,0.236571
471.000000,0.042039,0.192575,0.251210
472.000000,0.042128,0.192978,0.224769
473.000000,0.042217,0.179588,0.263823
474.000000,0.042306,0.182599,0.312549
475.000000,0.042396,0.188373,0.219020
476.000000,0.042485,0.184582,0.300089
477.000000,0.042574,0.181671,0.272228
478.000000,0.042663,0.188398,0.278267
479.000000,0.042753,0.191821,0.245308
480.000000,0.042842,0.188710,0.257942
481.000000,0.042931,0.186540,0.231335
482.000000,0.043020,0.185388,0.250522
483.000000,0.043110,0.183089,0.236092
484.000000,0.043199,0.182498,0.228115
485.000000,0.043288,0.181379,0.264843
486.000000,0.043377,0.177919,0.259542
487.000000,0.043467,0.183949,0.269928
488.000000,0.043556,0.178550,0.252515
489.000000,0.043645,0.187804,0.279205
490.000000,0.043734,0.179298,0.261365
491.000000,0.043824,0.185484,0.261117
492.000000,0.043913,0.179051,0.249383
493.000000,0.044002,0.179695,0.260002
494.000000,0.044091,0.185468,0.246295
495.000000,0.044181,0.178718,0.274394
496.000000,0.044270,0.175231,0.271476
497.000000,0.044359,0.172123,0.251076
498.000000,0.044448,0.178228,0.281511
499.000000,0.044538,0.182772,0.251502
500.000000,0.044627,0.171632,0.294347
501.000000,0.044716,0.167342,0.264579
502.000000,0.044805,0.170862,0.278051
503.000000,0.044895,0.166807,0.278434
504.000000,0.044984,0.167807,0.267524
505.000000,0.045073,0.169786,0.278719
506.000000,0.045162,0.171918,0.266829
507.000000,0.045252,0.173403,0.263025
508.000000,0.045341,0.171912,0.254073
509.000000,0.045430,0.172807,0.252429
510.000000,0.045519,0.167410,0.261167
511.000000,0.045609,0.166716,0.253536
512.000000,0.045698,0.170929,0.286236
513.000000,0.045787,0.163712,0.298381
514.000000,0.045876,0.162636,0.255627
515.000000,0.045966,0.180501,0.231374
516.000000,0.046055,0.164117,0.249767
517.000000,0.046144,0.154681,0.301590
518.000000,0.046233,0.158239,0.299389
519.000000,0.046323,0.157812,0.305241
520.000000,0.046412,0.164419,0.241223
521.000000,0.046501,0.160913,0.301187
522.000000,0.046591,0.162791,0.275128
523.000000,0.046680,0.158035,0.261919
524.000000,0.046769,0.165929,0.278696
525.000000,0.046858,0.154904,0.327049
526.000000,0.046948,0.157171,0.327389
527.000000,0.047037,0.164867,0.286506
528.000000,0.047126,0.161898,0.307910
529.000000,0.047215,0.156355,0.258797
530.000000,0.047305,0.161056,0.280409
531.000000,0.047394,0.164892,0.277975
532.000000,0.047483,0.161747,0.283374
533.000000,0.047572,0.154235,0.290235
534.000000,0.047662,0.163064,0.282283
535.000000,0.047751,0.158995,0.315066
